,endog_vars,exog_vars,ieps_sin_gas_neto_(mdp)_r,importaciones_neto_(mdp)_r,ing_trib_sin_gasol_neto_(mdp)_r,isr_neto_(mdp)_r,iva_neto_(mdp)_r,model,params,split_date
59,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -97158.50955131848, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 152528.6584457508}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -42801.449697560056, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -1.9391724056018703e+18}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -2090162.945496093, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -1.044682946135208e+19}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -781261.9158230966, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -6714085863516168.0}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -53205.80525319511, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -419060194628086.9}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
60,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 32865.357144901034, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 93466.42244090412}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -2674.0831823538974, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 5318.380328135121}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -127945.0875043734, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -170148.22491933592}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -7612.653259102721, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 609520.3615352444}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -78531.71876582736, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -199869.3202081332}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 1.0}",2017-07-01
61,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 62496.037534319126, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 164831.43410558676}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 17119.285226527187, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 67465.71574237745}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 341024.7705500298, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 2964761.5752484095}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 329953.94832654414, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1716680.2003234087}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 111848.3563022759, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 951394.7154006267}",GB,"{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.1}",2017-07-01
62,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 34240.8397284262, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 71369.83276861274}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 813.0213168043992, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 32361.1202362673}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 71789.8425795245, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1562883.016688495}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 320671.51298740576, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1366650.3267292525}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -75909.30013344088, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 143837.75107970263}",GB,"{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
63,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 36069.17549062948, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 88836.99561112023}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 598.6746502133392, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 19362.748859668034}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -82370.46099460032, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -278387.42599996366}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -87357.12748958915, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 196326.9380480128}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -67594.13690689369, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 41834.04516871751}",GB,"{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 1.0}",2017-07-01
64,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 34511.61425902556, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 71117.00437932319}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 903.2597835828565, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 31194.010518374344}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 57345.36259884667, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1513354.6528578375}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 319695.84002446546, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1377533.2793493413}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -81946.4978145248, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 144893.5879856242}",GB,"{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
65,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 36069.17549062948, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 88836.99561112023}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 598.6746502133392, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 19362.748859668034}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -82370.46099460032, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -278387.42599996366}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -87357.12748958915, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 196326.9380480128}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -67594.13690689369, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 41834.04516871751}",GB,"{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 1.0}",2017-07-01
66,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 37804.17349906734, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 42102.42716355237}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 4313.9587999930445, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -51956518.63045228}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 12182.53095520474, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1278956401.8674502}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 16066.824081968982, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2613976.9085470214}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -8872.012243043398, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -879767.0246954001}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.1}",2018-07-01
67,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 29077.763922487677, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -201846.7862309136}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 603.3492428492318, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -47119.08909108983}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -165390.08986281604, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2972986.4320316864}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -43922.338588888524, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -3427670.353365858}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -47772.52216730174, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -946698.8375186119}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.5}",2018-07-01
68,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 33316.42730719742, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -4799.627415791183}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 439.79605207033455, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -45163.11504460628}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -59264.81785415672, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1888462.6053711923}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -66441.43076473195, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1587407.060293515}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -67652.90458189405, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -550812.6113211638}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 1.0}",2018-07-01
69,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 54128.11269549483, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -496843.97278235207}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 19416.416847751912, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2047413319771.7988}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 584286.5975855934, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1139895521104881.2}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 406035.0610230714, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1053284.5019206514}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 130971.53787465324, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -18684766.25065635}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.1}",2018-07-01
70,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 20936.44782275404, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -856465.8387317313}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -433.58733767700323, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -59329.49699888438}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -641761.9054698264, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -7222718.70459882}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -457964.58385037165, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -20388506.89397381}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -65016.49510733283, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1616144.2553472202}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.5}",2018-07-01
71,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 44092.1953478791, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 58065.046878695575}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -2903.296226054197, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -48021.83333344608}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -52199.57609176217, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2488704.249323331}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6384.796084245667, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2691133.0155123314}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -75384.79331525858, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -869444.1098782893}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 1.0}",2018-07-01
72,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 49297.83248257049, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 37871.16751884685}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 12764.206660991927, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 20541.5157313678}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 279788.4881881182, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 705351.9763674696}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 167110.50538475649, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 714912.0310052685}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 246779.29649979644, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 419158.1976759094}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.1}",2018-07-01
73,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 23665.260124594643, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -42816.23166150124}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 589.8839754322689, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -39879.586873655775}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -264707.9530769875, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2178112.5671854243}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -256644.62298419955, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2024041.4636314504}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -114714.56612630584, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -876169.6204437476}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.5}",2018-07-01
74,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 38855.74078739845, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 6469.34028578391}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 3153.146546742246, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -31385.01712014682}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -78339.85652611498, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1479704.0983943974}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -111064.74454863323, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1121537.5340121437}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -47496.93377213855, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -433638.55215975863}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 1.0}",2018-07-01
75,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 53026.80796106276, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 29633.177341104747}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 8791.332657602565, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1748671099488.4404}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 478150.1896283729, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1641419119432.712}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 181234.34865458566, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -7956628409300.767}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 147799.055607524, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1334904722407.4468}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.1}",2018-07-01
76,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 28935.43556589476, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -35272.36121658623}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1150.442741982246, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -38892.17897352598}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -292361.05576955946, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2437976.1837681886}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -258626.16620425275, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2406132.879558511}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -139101.2527601563, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1031580.6774162063}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.5}",2018-07-01
77,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 38879.46136089746, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 6544.72160946799}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 3136.998662996979, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -31398.033194873235}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -77431.6801236528, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1480473.7062906718}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -111232.82545519713, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1127151.2228401578}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -49818.35216960963, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -439090.4393219203}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 1.0}",2018-07-01
78,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -123477.27241157708, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -34630.95169507479}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -49482.709346831776, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -143791.0709229879}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -3977145.6967581846, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1940638.0713638787}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -2647027.703725738, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -197988254.65756822}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -2126026.154907286, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -4860057.61188749}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.1}",2018-07-01
79,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 44868.98608431169, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 14999.495924176023}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 15142.086587769678, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -17201.92708095682}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -51205.07551794918, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -545224.8836943142}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 276409.6591373284, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 173675.72587491153}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 129477.6502020281, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -54508.10479432938}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.5}",2018-07-01
80,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 38567.00675769629, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 29275.02474760716}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -570.8549997681112, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -43952.48704296806}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -50714.2263343595, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1972445.0330633095}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 31536.229529972188, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2265981.7914132215}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -43022.04367041611, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -469054.1470485962}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 1.0}",2018-07-01
81,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -6.869077999575297e+22, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 80654.93239400063}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -3.772606523226154e+24, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 31980.585856467515}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -4.695247702229183e+19, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 1547006.3648296555}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -8.586721032202694e+16, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 927589.4158697634}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -5.065234918255279e+22, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 478246.08543087635}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.1}",2018-07-01
82,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 36731.04010225549, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): 7911.257325812563}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 5000.778863696934, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -57164.596520599094}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -735616.2377418908, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1605498.296921192}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 200609.34738531103, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -225088.97798478534}","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 110620.6601194595, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -34823.06761007098}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.5}",2018-07-01
