,endog_vars,exog_vars,ieps_sin_gas_neto_(mdp)_r,importaciones_neto_(mdp)_r,ing_trib_sin_gasol_neto_(mdp)_r,isr_neto_(mdp)_r,iva_neto_(mdp)_r,model,params,split_date
147,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -31621.01473712176, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -41522.13620170602}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2015-07-01
148,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): 8262.512838999857, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 73475.35616614658}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2015-07-01
149,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): 12276.530601446982, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 101244.93748984986}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2015-07-01
150,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): 8736.50031143392, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 63334.42640695686}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2015-07-01
151,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -23030.043641582248, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 11999.461116294493}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2015-07-01
152,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 16717.94795558846, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -195017.5295991539}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2016-07-01
153,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 25909.366945282207, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -8620.417668450624}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2016-07-01
154,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 21203.546252787695, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -25561.06075825251}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2016-07-01
155,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 10646.377172208508, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -70818.2291660516}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2016-07-01
156,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -1286.7044839605223, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -110115.83474061498}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2016-07-01
157,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 6993.59481822676, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -106207.95930000441}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2016-07-01
158,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 4724.387344768853, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -126526.77521171176}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2016-07-01
159,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 5617.198630936327, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -97900.4631280374}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2016-07-01
160,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 2352.64064072154, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -152737.79396770883}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2016-07-01
161,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 4829.896619231207, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -109549.0873670613}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2016-07-01
162,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 10970.978560563293, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -114265.8958771656}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2016-07-01
163,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 13948.792418352677, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -81358.23636727955}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2016-07-01
164,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -10258.468400736107, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -156616.022738665}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2016-07-01
165,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 4959.201512335101, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -103854.49453798681}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2016-07-01
166,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 7717.961315956316, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -74508.142881357}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2016-07-01
167,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 7630.777930007316, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -93346.51766497735}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2016-07-01
168,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -14873.793244023458, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -93403.7884349979}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2017-07-01
169,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -34764.970244101016, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 4074.8473127796315}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2017-07-01
170,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -2740.3339150607353, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 46347.4352212525}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2017-07-01
171,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -6664.279929369688, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 47215.640797262895}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2017-07-01
172,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -2609.1804749856237, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 3833.591516361572}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2017-07-01
173,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 2098.639158954029, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 52879.031997638755}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2017-07-01
174,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -4695.413073895732, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 21673.037666639895}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2017-07-01
175,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -5168.283749087132, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 33859.98964733898}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2017-07-01
176,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -12075.101145601482, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -16800.77869412047}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2017-07-01
177,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -7039.402957919403, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -946.2645687249023}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2017-07-01
178,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -13234.505656617694, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -15915.811349632684}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2017-07-01
179,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -26914.87488212576, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -26149.943600417}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2017-07-01
180,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 7581.955909370561, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 37195.14268092974}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2017-07-01
181,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -3410.3927398253, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 73356.491976458}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2017-07-01
182,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -752.5239671709714, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 61234.35309664381}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2017-07-01
183,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -2335.1564667668426, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 40526.8943979725}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2017-07-01
184,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -35970.41811394878, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -750224.8952934903}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2018-07-01
185,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 5382.870170624461, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -520127.8056738252}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2018-07-01
186,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -6903.059278948698, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -566282.7525057798}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2018-07-01
187,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -334.7556727945339, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -511893.6261396719}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2018-07-01
188,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -21065.54034722247, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -635218.1496510087}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2018-07-01
189,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -13352.983023113804, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -613686.3284774008}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2018-07-01
190,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -10341.647483520559, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -583887.6972378069}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2018-07-01
191,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 10813.567467782297, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -484648.9283701675}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2018-07-01
192,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -30463.464553152327, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -666871.423728596}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2018-07-01
193,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -20913.668156308704, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -649813.721261861}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2018-07-01
194,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -8082.159759951639, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -640954.1987893383}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2018-07-01
195,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -13541.130091857398, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -613757.1590005965}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2018-07-01
196,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -23374.713883808232, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -620820.5691920484}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2018-07-01
197,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -7562.8734633134445, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -588535.9389214946}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2018-07-01
198,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -2907.1007801644737, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -565859.7356774851}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2018-07-01
199,['iva_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -10819.06547963596, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -555957.8527898812}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2018-07-01
200,['ing_trib_sin_gasol_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -158509.9509622245, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -332513.88498347346}",,,ARIMA,"{'order': (2, 0, 2)}",2015-07-01
201,['ing_trib_sin_gasol_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -122299.0253316667, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -238636.33887235261}",,,ARIMA,"{'order': (2, 0, 3)}",2015-07-01
202,['ing_trib_sin_gasol_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -78006.07749362662, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -121825.59722652612}",,,ARIMA,"{'order': (2, 0, 4)}",2015-07-01
