,endog_vars,exog_vars,ieps_sin_gas_neto_(mdp)_r,importaciones_neto_(mdp)_r,ing_trib_sin_gasol_neto_(mdp)_r,isr_neto_(mdp)_r,iva_neto_(mdp)_r,model,params,split_date
298,['ing_trib_sin_gasol_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -17841.73269221792, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1646193.5300162241}",,,SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2018-07-01
299,['ing_trib_sin_gasol_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -31569.240849703085, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1610782.3676532137}",,,SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2018-07-01
300,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -3085.471954546694, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -5918.759212879908}",,,,ARIMA,"{'order': (2, 0, 2)}",2015-07-01
301,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1137.1941790544006, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -1325.712984018115}",,,,ARIMA,"{'order': (2, 0, 3)}",2015-07-01
302,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -3036.3146762248143, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -6081.115449242403}",,,,ARIMA,"{'order': (2, 0, 4)}",2015-07-01
303,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -2931.5368756398384, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -5716.021742393197}",,,,ARIMA,"{'order': (3, 0, 2)}",2015-07-01
304,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -3590.464211819417, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -7178.790153827322}",,,,ARIMA,"{'order': (3, 0, 3)}",2015-07-01
305,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1793.8581982091637, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -2587.375833178805}",,,,ARIMA,"{'order': (3, 0, 4)}",2015-07-01
306,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -2764.061266026998, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -5354.702733297207}",,,,ARIMA,"{'order': (4, 0, 2)}",2015-07-01
307,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1241.079156882115, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -2218.57976264054}",,,,ARIMA,"{'order': (4, 0, 3)}",2015-07-01
308,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1320.6926136595866, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -2514.9386847158385}",,,,ARIMA,"{'order': (4, 0, 4)}",2015-07-01
309,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -773.5368414265686, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -1070.0159270311706}",,,,ARIMA,"{'order': (2, 0, 2)}",2016-07-01
310,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 812.5416405117357, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1815.4807744863137}",,,,ARIMA,"{'order': (2, 0, 3)}",2016-07-01
311,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -341.3126359110029, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -158.95550803005608}",,,,ARIMA,"{'order': (2, 0, 4)}",2016-07-01
312,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -124.93191498737724, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 44.91552785777458}",,,,ARIMA,"{'order': (3, 0, 2)}",2016-07-01
313,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -1115.9875289851698, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -1574.0719905616716}",,,,ARIMA,"{'order': (3, 0, 3)}",2016-07-01
314,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 354.5339488748359, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 972.0238634971029}",,,,ARIMA,"{'order': (3, 0, 4)}",2016-07-01
315,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -298.3489967864225, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -170.73268090394413}",,,,ARIMA,"{'order': (4, 0, 2)}",2016-07-01
316,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 464.47938995205186, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 797.8648757516421}",,,,ARIMA,"{'order': (4, 0, 3)}",2016-07-01
317,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 405.25768468277965, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 715.5488472352881}",,,,ARIMA,"{'order': (4, 0, 4)}",2016-07-01
318,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1560.8871949114182, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 16105.606004593254}",,,,ARIMA,"{'order': (2, 0, 2)}",2017-07-01
319,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1467.1564975161891, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 15764.287961564041}",,,,ARIMA,"{'order': (2, 0, 4)}",2017-07-01
320,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1572.2589730367617, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 15986.173060112757}",,,,ARIMA,"{'order': (3, 0, 2)}",2017-07-01
321,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1395.2647872537418, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 15800.389270968248}",,,,ARIMA,"{'order': (3, 0, 3)}",2017-07-01
322,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1681.0012254641333, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 16277.296214683367}",,,,ARIMA,"{'order': (4, 0, 2)}",2017-07-01
323,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1733.205080732885, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 16387.315695833757}",,,,ARIMA,"{'order': (4, 0, 3)}",2017-07-01
324,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 2164.0406797589167, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 16821.23006380067}",,,,ARIMA,"{'order': (4, 0, 4)}",2017-07-01
325,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 5498.935523903478, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -28389.580073956575}",,,,ARIMA,"{'order': (2, 0, 2)}",2018-07-01
326,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6717.698481911197, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -25907.921703415625}",,,,ARIMA,"{'order': (2, 0, 3)}",2018-07-01
327,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 5890.052055730848, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -27476.679337807465}",,,,ARIMA,"{'order': (2, 0, 4)}",2018-07-01
328,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 5217.27333455265, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -28994.00299423907}",,,,ARIMA,"{'order': (3, 0, 2)}",2018-07-01
329,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 5311.657130367923, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -28387.436401278683}",,,,ARIMA,"{'order': (3, 0, 3)}",2018-07-01
330,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6666.987401913357, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -26366.40401796643}",,,,ARIMA,"{'order': (3, 0, 4)}",2018-07-01
331,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6305.797119623821, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -26772.638390060645}",,,,ARIMA,"{'order': (4, 0, 2)}",2018-07-01
332,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6103.255597288284, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -27121.114258533373}",,,,ARIMA,"{'order': (4, 0, 3)}",2018-07-01
333,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6606.081158032961, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -26450.33708210721}",,,,ARIMA,"{'order': (4, 0, 4)}",2018-07-01
334,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -4762.141281192533, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -10858.307838757573}",,,,ARIMA,"{'order': (2, 0, 2)}",2015-07-01
335,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1171.1922661884528, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -2338.015740571631}",,,,ARIMA,"{'order': (2, 0, 3)}",2015-07-01
336,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1859.4727177583845, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -3821.7302103758993}",,,,ARIMA,"{'order': (2, 0, 4)}",2015-07-01
337,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -4879.220994203883, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -10958.05183404388}",,,,ARIMA,"{'order': (3, 0, 2)}",2015-07-01
338,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1031.739968623253, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -2484.735714225164}",,,,ARIMA,"{'order': (3, 0, 3)}",2015-07-01
339,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1533.5803868528383, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -3310.246926417174}",,,,ARIMA,"{'order': (3, 0, 4)}",2015-07-01
340,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -3293.7294784198966, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -6418.893677196829}",,,,ARIMA,"{'order': (4, 0, 2)}",2015-07-01
341,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -3464.001869928994, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -7385.699641929044}",,,,ARIMA,"{'order': (4, 0, 3)}",2015-07-01
342,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1092.1723278967547, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -2564.504138900171}",,,,ARIMA,"{'order': (4, 0, 4)}",2015-07-01
343,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -696.1734491495372, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -2159.681148550335}",,,,ARIMA,"{'order': (2, 0, 2)}",2016-07-01
344,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 127.01616175617528, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -186.85008783941885}",,,,ARIMA,"{'order': (2, 0, 3)}",2016-07-01
345,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 660.9507119343834, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 672.7824953419695}",,,,ARIMA,"{'order': (2, 0, 4)}",2016-07-01
346,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -355.176772605344, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -1506.3979319333157}",,,,ARIMA,"{'order': (3, 0, 2)}",2016-07-01
347,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 763.7899182597394, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 666.1570329466558}",,,,ARIMA,"{'order': (3, 0, 3)}",2016-07-01
348,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 748.2680061123247, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 628.4097217024828}",,,,ARIMA,"{'order': (3, 0, 4)}",2016-07-01
349,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -397.4209749166257, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -1577.3397177758525}",,,,ARIMA,"{'order': (4, 0, 2)}",2016-07-01
350,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -119.72544065942202, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -1140.9638048729466}",,,,ARIMA,"{'order': (4, 0, 3)}",2016-07-01
351,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -110.61290917092992, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -1124.3038010037126}",,,,ARIMA,"{'order': (4, 0, 4)}",2016-07-01
352,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 420.28681343465723, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 13143.790778874289}",,,,ARIMA,"{'order': (2, 0, 2)}",2017-07-01
353,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1194.7004856938656, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 14262.817638187662}",,,,ARIMA,"{'order': (2, 0, 3)}",2017-07-01
354,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 878.9741101864274, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 13451.6028230605}",,,,ARIMA,"{'order': (2, 0, 4)}",2017-07-01
355,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 489.5330542735537, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 13190.891098866967}",,,,ARIMA,"{'order': (3, 0, 2)}",2017-07-01
356,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 793.7367928378808, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 13083.36380484185}",,,,ARIMA,"{'order': (3, 0, 3)}",2017-07-01
357,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 457.1214287147377, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 13151.70978821713}",,,,ARIMA,"{'order': (4, 0, 2)}",2017-07-01
358,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 410.43216884524736, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 13235.03182144236}",,,,ARIMA,"{'order': (4, 0, 3)}",2017-07-01
359,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -34.785228986278526, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 12662.21366311769}",,,,ARIMA,"{'order': (4, 0, 4)}",2017-07-01
360,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 2197.2967312697, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -36092.50038820262}",,,,ARIMA,"{'order': (2, 0, 2)}",2018-07-01
361,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6431.813505024926, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -27972.500106172745}",,,,ARIMA,"{'order': (2, 0, 3)}",2018-07-01
362,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6678.3956903516955, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -27282.50831388116}",,,,ARIMA,"{'order': (2, 0, 4)}",2018-07-01
363,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 2689.5581403801625, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -35209.539788206006}",,,,ARIMA,"{'order': (3, 0, 2)}",2018-07-01
364,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 4829.072579937027, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -29701.966880328284}",,,,ARIMA,"{'order': (3, 0, 3)}",2018-07-01
365,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6406.359623158052, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -27929.142533266066}",,,,ARIMA,"{'order': (3, 0, 4)}",2018-07-01
366,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 5572.013015813136, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -29250.834550659252}",,,,ARIMA,"{'order': (4, 0, 2)}",2018-07-01
367,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 3850.679086805154, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -32999.32457939692}",,,,ARIMA,"{'order': (4, 0, 3)}",2018-07-01
368,['importaciones_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']",,"{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 4233.597769380052, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -31809.33105549569}",,,,ARIMA,"{'order': (4, 0, 4)}",2018-07-01
369,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1610.9526334553302, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -475.8403665820224}",,,,SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2015-07-01
370,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -2992.95792985335, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -3386.2944990333563}",,,,SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2015-07-01
371,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -2775.945124707563, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -4414.076124298488}",,,,SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2015-07-01
372,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -1707.4634188691707, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -5669.016088344237}",,,,SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2015-07-01
373,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): 665.1176517651911, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 4370.609940104288}",,,,SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2015-07-01
374,['importaciones_neto_(mdp)_r'],['importaciones_r'],,"{Timestamp('2015-01-01 00:00:00', freq='AS-JAN'): -3863.0490683307507, Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -5627.646614397068}",,,,SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2015-07-01
